PermissionAPI,PermissionName,AdminConsent,ConsentRisk,ConsentDisplayName,ConsentDescription,AdminConsentDisplayName,AdminConsentDescription,DelegatedPermissionId,ApplicationConsentDisplayName,ApplicationConsentDescription,ApplicationPermissionId
"Microsoft Graph","Schedule.Read.All",true,,"Read your schedule items","Allows the app to read schedule, schedule groups, shifts and associated entities in the Teams or Shifts application on your behalf.","Read user schedule items","Allows the app to read schedule, schedule groups, shifts and associated entities in the Teams or Shifts application on behalf of the signed-in user.","fccf6dd8-5706-49fa-811f-69e2e1b585d0","Read all schedule items","Allows the app to read all schedules, schedule groups, shifts and associated entities in the Teams or Shifts application without a signed-in user.","7b2ebf90-d836-437f-b90d-7b62722c4456"
"Microsoft Graph","Schedule.ReadWrite.All",true,,"Read and write your schedule items","Allows the app to manage schedule, schedule groups, shifts and associated entities in the Teams or Shifts application on your behalf.","Read and write user schedule items","Allows the app to manage schedule, schedule groups, shifts and associated entities in the Teams or Shifts application on behalf of the signed-in user.","63f27281-c9d9-4f29-94dd-6942f7f1feb0","Read and write all schedule items","Allows the app to manage all schedules, schedule groups, shifts and associated entities in the Teams or Shifts application without a signed-in user.","b7760610-0545-4e8a-9ec3-cce9e63db01c"
"Microsoft Graph","SearchConfiguration.Read.All",true,,"Read your organization's search configuration","Allows the app to read search configuration, on your behalf.","Read your organization's search configuration","Allows the app to read search configuration, on behalf of the signed-in user.","7d307522-aa38-4cd0-bd60-90c6f0ac50bd","Read your organization's search configuration","Allows the app to read search configurations, without a signed-in user.","ada977a5-b8b1-493b-9a91-66c206d76ecf"
"Microsoft Graph","SearchConfiguration.ReadWrite.All",true,,"Read and write your organization's search configuration","Allows the app to read and write search configuration, on your behalf.","Read and write your organization's search configuration","Allows the app to read and write search configuration, on behalf of the signed-in user.","b1a7d408-cab0-47d2-a2a5-a74a3733600d","Read and write your organization's search configuration","Allows the app to read and write search configurations, without a signed-in user.","0e778b85-fefa-466d-9eec-750569d92122"
"Microsoft Graph","SecurityActions.Read.All",true,,"Read your organization's security actions","Allows the app to read security actions, on your behalf.","Read your organization's security actions","Allows the app to read security actions, on behalf of the signed-in user.","1638cddf-07a4-4de2-8645-69c96cacad73","Read your organization's security actions","Allows the app to read security actions, without a signed-in user.","5e0edab9-c148-49d0-b423-ac253e121825"
"Microsoft Graph","SecurityActions.ReadWrite.All",true,,"Read and update your organization's security actions","Allows the app to read and update security actions, on your behalf.","Read and update your organization's security actions","Allows the app to read or update security actions, on behalf of the signed-in user.","dc38509c-b87d-4da0-bd92-6bec988bac4a","Read and update your organization's security actions","Allows the app to read or update security actions, without a signed-in user.","f2bf083f-0179-402a-bedb-b2784de8a49b"
"Microsoft Graph","SecurityAlert.Read.All",true,,"Read all alerts","Allows the app to read all security alerts that you have access to.","Read all security alerts","Allows the app to read all security alerts, on behalf of the signed-in user.","bc257fb8-46b4-4b15-8713-01e91bfbe4ea","Read all security alerts","Allows the app to read all security alerts, without a signed-in user.","472e4a4d-bb4a-4026-98d1-0b0d74cb74a5"
"Microsoft Graph","SecurityAlert.ReadWrite.All",true,,"Read and write all alerts","Allows the app to read and write all alerts that you have access to.","Read and write to all security alerts","Allows the app to read and write to all security alerts, on behalf of the signed-in user.","471f2a7f-2a42-4d45-a2bf-594d0838070d","Read and write to all security alerts","Allows the app to read and write to all security alerts, without a signed-in user.","ed4fca05-be46-441f-9803-1873825f8fdb"
"Microsoft Graph","SecurityEvents.Read.All",true,,"Read your organization’s security events","Allows the app to read your organization’s security events on your behalf.","Read your organization’s security events","Allows the app to read your organization’s security events on behalf of the signed-in user.","64733abd-851e-478a-bffb-e47a14b18235","Read your organization’s security events","Allows the app to read your organization’s security events without a signed-in user.","bf394140-e372-4bf9-a898-299cfc7564e5"
"Microsoft Graph","SecurityEvents.ReadWrite.All",true,,"Read and update your organization’s security events","Allows the app to read your organization’s security events on your behalf. Also allows you to update editable properties in security events.","Read and update your organization’s security events","Allows the app to read your organization’s security events on behalf of the signed-in user. Also allows the app to update editable properties in security events on behalf of the signed-in user.","6aedf524-7e1c-45a7-bd76-ded8cab8d0fc","Read and update your organization’s security events","Allows the app to read your organization’s security events without a signed-in user. Also allows the app to update editable properties in security events.","d903a879-88e0-4c09-b0c9-82f6a1333f84"
